Gene ID	source_id	Product Description	Gene Type	Input ID
PF3D7_0408800	PF3D7_0408800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0408800
PF3D7_0408900	PF3D7_0408900.1	tRNA N6-adenosine threonylcarbamoyltransferase	protein coding gene	PF3D7_0408900
PF3D7_0408900	PF3D7_0408900.2	tRNA N6-adenosine threonylcarbamoyltransferase	protein coding gene	PF3D7_0408900
PF3D7_0409000	PF3D7_0409000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0409000
PF3D7_0409100	PF3D7_0409100.1	U4/U6 small nuclear ribonucleoprotein PRP31, putative	protein coding gene	PF3D7_0409100
PF3D7_0409200	PF3D7_0409200.1	protein SOF1, putative	protein coding gene	PF3D7_0409200
PF3D7_0409300	PF3D7_0409300.1	methyltransferase, putative	protein coding gene	PF3D7_0409300
PF3D7_0409400	PF3D7_0409400.1	chaperone protein DnaJ	protein coding gene	PF3D7_0409400
PF3D7_0409500	PF3D7_0409500.1	3-ketodihydrosphingosine reductase, putative	protein coding gene	PF3D7_0409500
PF3D7_0409600	PF3D7_0409600.1	replication protein A1, large subunit	protein coding gene	PF3D7_0409600
PF3D7_0409700	PF3D7_0409700.1	peptide chain release factor 2	protein coding gene	PF3D7_0409700
PF3D7_0409800	PF3D7_0409800.1	zinc finger protein, putative	protein coding gene	PF3D7_0409800
PF3D7_0409900	PF3D7_0409900.1	actin-like protein, putative	protein coding gene	PF3D7_0409900
PF3D7_0410000	PF3D7_0410000.1	erythrocyte vesicle protein 1	protein coding gene	PF3D7_0410000
PF3D7_0410300	PF3D7_0410300.1	protein phosphatase PPM1, putative	protein coding gene	PF3D7_0410300
PF3D7_0410400	PF3D7_0410400.1	exosome complex component RRP4	protein coding gene	PF3D7_0410400
PF3D7_0410500	PF3D7_0410500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0410500
PF3D7_0410600	PF3D7_0410600.1	armadillo-type repeat protein ATRP	protein coding gene	PF3D7_0410600
PF3D7_0410700	PF3D7_0410700.1	ribosome biogenesis GTPase A, putative	protein coding gene	PF3D7_0410700
PF3D7_0410800	PF3D7_0410800.1	apicomplexan kinetochore protein 3, putative	protein coding gene	PF3D7_0410800
PF3D7_0410900	PF3D7_0410900.1	apicomplexan kinetochore protein 7, putative	protein coding gene	PF3D7_0410900
PF3D7_0411000	PF3D7_0411000.1	AP2 domain transcription factor AP2-Z, putative	protein coding gene	PF3D7_0411000
PF3D7_0411100	PF3D7_0411100.1	mediator of RNA polymerase II transcription subunit 8, putative	protein coding gene	PF3D7_0411100
PF3D7_0411200	PF3D7_0411200.1	PP-loop family protein, putative	protein coding gene	PF3D7_0411200
PF3D7_0411300	PF3D7_0411300.1	golgin subfamily A member 6-like protein, putative	protein coding gene	PF3D7_0411300
PF3D7_0411400	PF3D7_0411400.1	DEAD box ATP-dependent RNA helicase, putative	protein coding gene	PF3D7_0411400
PF3D7_0411700	PF3D7_0411700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0411700
PF3D7_0411800	PF3D7_0411800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0411800
PF3D7_0411900	PF3D7_0411900.1	DNA polymerase alpha catalytic subunit A	protein coding gene	PF3D7_0411900
PF3D7_0412000	PF3D7_0412000.1	LITAF-like zinc finger protein, putative	protein coding gene	PF3D7_0412000
PF3D7_0412100	PF3D7_0412100.1	ribosomal protein S12, mitochondrial	protein coding gene	PF3D7_0412100
PF3D7_0412200	PF3D7_0412200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0412200
PF3D7_0412300	PF3D7_0412300.1	phosphopantothenoylcysteine synthetase, putative	protein coding gene	PF3D7_0412300
PF3D7_0412400	PF3D7_0412400.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0412400
PF3D7_0412500	PF3D7_0412500.1	Plasmodium RNA of unknown function RUF6	ncRNA gene	PF3D7_0412500
PF3D7_0412600	PF3D7_0412600.1	rifin, pseudogene	pseudogene	PF3D7_0412600
PF3D7_0412700	PF3D7_0412700.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0412700
PF3D7_0412800	PF3D7_0412800.1	Plasmodium RNA of unknown function RUF6	ncRNA gene	PF3D7_0412800
PF3D7_0412900	PF3D7_0412900.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0412900
PF3D7_0413000	PF3D7_0413000.1	Plasmodium RNA of unknown function RUF6	ncRNA gene	PF3D7_0413000
PF3D7_0413100	PF3D7_0413100.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0413100
PF3D7_0413200	PF3D7_0413200.1	rifin	protein coding gene	PF3D7_0413200
PF3D7_0413300	PF3D7_0413300.1	rifin	protein coding gene	PF3D7_0413300
PF3D7_0413400	PF3D7_0413400.1	erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene	pseudogene	PF3D7_0413400
PF3D7_0413500	PF3D7_0413500.1	phosphoglucomutase-2	protein coding gene	PF3D7_0413500
PF3D7_0413600	PF3D7_0413600.1	26S protease regulatory subunit 6B, putative	protein coding gene	PF3D7_0413600
PF3D7_0413700	PF3D7_0413700.1	lysine decarboxylase-like protein, putative	protein coding gene	PF3D7_0413700
PF3D7_0413800	PF3D7_0413800.1	50S ribosomal protein L10, putative	protein coding gene	PF3D7_0413800
PF3D7_0413900	PF3D7_0413900.1	ubiquitin carboxyl-terminal hydrolase 13, putative	protein coding gene	PF3D7_0413900
PF3D7_0414000	PF3D7_0414000.1	structural maintenance of chromosomes protein 3	protein coding gene	PF3D7_0414000
PF3D7_0414100	PF3D7_0414100.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_0414100
PF3D7_0414200	PF3D7_0414200.1	calmodulin-like protein	protein coding gene	PF3D7_0414200
PF3D7_0414200	PF3D7_0414200.2	calmodulin-like protein	protein coding gene	PF3D7_0414200
PF3D7_0414300	PF3D7_0414300.1	Rab5-interacting protein, putative	protein coding gene	PF3D7_0414300
PF3D7_0414400	PF3D7_0414400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0414400
PF3D7_0414500	PF3D7_0414500.1	male development protein MD5, putative	protein coding gene	PF3D7_0414500
PF3D7_0414600	PF3D7_0414600.1	acylated pleckstrin-homology domain-containing protein, putative	protein coding gene	PF3D7_0414600
PF3D7_0414700	PF3D7_0414700.1	GTP-binding protein, putative	protein coding gene	PF3D7_0414700
PF3D7_0414800	PF3D7_0414800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0414800
PF3D7_0414900	PF3D7_0414900.1	armadillo-domain containing rhoptry protein	protein coding gene	PF3D7_0414900
PF3D7_0415000	PF3D7_0415000.1	ATPase GET3	protein coding gene	PF3D7_0415000
PF3D7_0415100	PF3D7_0415100.1	conserved protein, unknown function	protein coding gene	PF3D7_0415100
PF3D7_0415200	PF3D7_0415200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0415200
PF3D7_0415300	PF3D7_0415300.1	cdc2-related protein kinase 3	protein coding gene	PF3D7_0415300
PF3D7_0415400	PF3D7_0415400.1	coatomer subunit zeta, putative	protein coding gene	PF3D7_0415400
PF3D7_0415500	PF3D7_0415500.1	nuclear cap-binding protein subunit 2, putative	protein coding gene	PF3D7_0415500
PF3D7_0415600	PF3D7_0415600.1	GTP:AMP phosphotransferase	protein coding gene	PF3D7_0415600
PF3D7_0415700	PF3D7_0415700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0415700
PF3D7_0415800	PF3D7_0415800.1	PhIL1-interacting candidate PIC3	protein coding gene	PF3D7_0415800
PF3D7_0415900	PF3D7_0415900.1	60S ribosomal protein L15, putative	protein coding gene	PF3D7_0415900
PF3D7_0416000	PF3D7_0416000.1	RNA-binding protein, putative	protein coding gene	PF3D7_0416000
PF3D7_0416100	PF3D7_0416100.1	glutamyl-tRNA(Gln) amidotransferase subunit A	protein coding gene	PF3D7_0416100
PF3D7_0416200	PF3D7_0416200.1	PRKR-interacting protein 1, putative	protein coding gene	PF3D7_0416200
PF3D7_0416300	PF3D7_0416300.1	DNA helicase MCM9, putative	protein coding gene	PF3D7_0416300
PF3D7_0416400	PF3D7_0416400.1	histone acetyltransferase, putative	protein coding gene	PF3D7_0416400
PF3D7_0416500	PF3D7_0416500.1	repressor of RNA polymerase III transcription MAF1	protein coding gene	PF3D7_0416500
PF3D7_0416600	PF3D7_0416600.1	prohibitin-like protein PHBL, putative	protein coding gene	PF3D7_0416600
PF3D7_0416700	PF3D7_0416700.1	CDGSH iron-sulfur domain-containing protein, putative	protein coding gene	PF3D7_0416700
PF3D7_0416800	PF3D7_0416800.1	small GTP-binding protein sar1	protein coding gene	PF3D7_0416800
PF3D7_0416900	PF3D7_0416900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0416900
PF3D7_0417000	PF3D7_0417000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0417000
PF3D7_0417100	PF3D7_0417100.1	mRNA-binding protein PUF2	protein coding gene	PF3D7_0417100
PF3D7_0417200	PF3D7_0417200.1	bifunctional dihydrofolate reductase-thymidylate synthase	protein coding gene	PF3D7_0417200
PF3D7_0417300	PF3D7_0417300.1	LETM1-like protein, putative	protein coding gene	PF3D7_0417300
PF3D7_0417400	PF3D7_0417400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0417400
PF3D7_0417500	PF3D7_0417500.1	memo-like protein	protein coding gene	PF3D7_0417500
PF3D7_0417600	PF3D7_0417600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0417600
PF3D7_0417700	PF3D7_0417700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0417700
PF3D7_0417800	PF3D7_0417800.1	cdc2-related protein kinase 1	protein coding gene	PF3D7_0417800
PF3D7_0417900	PF3D7_0417900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0417900
PF3D7_0418000	PF3D7_0418000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0418000
PF3D7_0418100	PF3D7_0418100.1	protein SOC1, putative	protein coding gene	PF3D7_0418100
PF3D7_0418200	PF3D7_0418200.1	eukaryotic translation initiation factor 3 subunit M, putative	protein coding gene	PF3D7_0418200
PF3D7_0418300	PF3D7_0418300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0418300
PF3D7_0418400	PF3D7_0418400.1	LSM domain-containing protein, putative	protein coding gene	PF3D7_0418400
PF3D7_0418500	PF3D7_0418500.1	trafficking protein particle complex subunit 3, putative	protein coding gene	PF3D7_0418500
PF3D7_0418600	PF3D7_0418600.1	regulator of chromosome condensation, putative	protein coding gene	PF3D7_0418600
PF3D7_0418700	PF3D7_0418700.1	RNA-binding protein NOB1, putative	protein coding gene	PF3D7_0418700
PF3D7_0418800	PF3D7_0418800.1	MOLO1 domain-containing protein, putative	protein coding gene	PF3D7_0418800
PF3D7_0418900	PF3D7_0418900.1	conserved protein, unknown function	protein coding gene	PF3D7_0418900
PF3D7_0419000	PF3D7_0419000.1	dynein regulatory complex protein, putative	protein coding gene	PF3D7_0419000
PF3D7_0419100	PF3D7_0419100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0419100
PF3D7_0419200	PF3D7_0419200.1	protein transport protein GOT1, putative	protein coding gene	PF3D7_0419200
PF3D7_0419300	PF3D7_0419300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0419300
PF3D7_0419400	PF3D7_0419400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0419400
PF3D7_0419500	PF3D7_0419500.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_0419500
PF3D7_0419600	PF3D7_0419600.1	ran-specific GTPase-activating protein 1, putative	protein coding gene	PF3D7_0419600
PF3D7_0419700	PF3D7_0419700.1	apical merozoite protein	protein coding gene	PF3D7_0419700
PF3D7_0419800	PF3D7_0419800.1	60S ribosomal protein L7ae/L30e, putative	protein coding gene	PF3D7_0419800
PF3D7_0419900	PF3D7_0419900.1	phosphatidylinositol 4-kinase, putative	protein coding gene	PF3D7_0419900
PF3D7_0420000	PF3D7_0420000.1	zinc finger protein, putative	protein coding gene	PF3D7_0420000
PF3D7_0420100	PF3D7_0420100.1	serine/threonine protein kinase RIO2	protein coding gene	PF3D7_0420100
PF3D7_0420200	PF3D7_0420200.1	holo-[acyl-carrier-protein] synthase, putative	protein coding gene	PF3D7_0420200
PF3D7_0420300	PF3D7_0420300.1	AP2 domain transcription factor, putative	protein coding gene	PF3D7_0420300
PF3D7_0420400	PF3D7_0420400.1	ribosome-recycling factor	protein coding gene	PF3D7_0420400
PF3D7_0420500	PF3D7_0420500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0420500
PF3D7_0420600	PF3D7_0420600.1	apicomplexan kinetochore protein 6, putative	protein coding gene	PF3D7_0420600
PF3D7_0420700	PF3D7_0420700.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0420700
PF3D7_0420800	PF3D7_0420800.1	Plasmodium RNA of unknown function RUF6	ncRNA gene	PF3D7_0420800
PF3D7_0420900	PF3D7_0420900.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0420900
PF3D7_0421000	PF3D7_0421000.1	Plasmodium RNA of unknown function RUF6	ncRNA gene	PF3D7_0421000
PF3D7_0421100	PF3D7_0421100.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0421100
PF3D7_0421200	PF3D7_0421200.1	rifin	protein coding gene	PF3D7_0421200
PF3D7_0421300	PF3D7_0421300.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0421300
PF3D7_0421400	PF3D7_0421400.1	Plasmodium RNA of unknown function RUF6	ncRNA gene	PF3D7_0421400
PF3D7_0421500	PF3D7_0421500.1	rifin, pseudogene	pseudogene	PF3D7_0421500
PF3D7_0421600	PF3D7_0421600.1	erythrocyte membrane protein 1 (PfEMP1)-like pseudogene	pseudogene	PF3D7_0421600
PF3D7_0421700	PF3D7_0421700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0421700
PF3D7_0421800	PF3D7_0421800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0421800
PF3D7_0421900	PF3D7_0421900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0421900
PF3D7_0422000	PF3D7_0422000.1	steroid dehydrogenase, putative	protein coding gene	PF3D7_0422000
PF3D7_0422100	PF3D7_0422100.1	transmembrane emp24 domain-containing protein, putative	protein coding gene	PF3D7_0422100
PF3D7_0422200	PF3D7_0422200.1	erythrocyte membrane-associated antigen	protein coding gene	PF3D7_0422200
PF3D7_0422300	PF3D7_0422300.1	alpha tubulin 2	protein coding gene	PF3D7_0422300
PF3D7_0422400	PF3D7_0422400.1	40S ribosomal protein S19	protein coding gene	PF3D7_0422400
PF3D7_0422500	PF3D7_0422500.1	pre-mRNA-splicing helicase BRR2, putative	protein coding gene	PF3D7_0422500
PF3D7_0422600	PF3D7_0422600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0422600
PF3D7_0422700	PF3D7_0422700.1	eukaryotic initiation factor 4A-III, putative	protein coding gene	PF3D7_0422700
PF3D7_0422800	PF3D7_0422800.1	serpentine receptor 12, putative	protein coding gene	PF3D7_0422800
PF3D7_0422900	PF3D7_0422900.1	methyltransferase, putative	protein coding gene	PF3D7_0422900
PF3D7_0423000	PF3D7_0423000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0423000
PF3D7_0423100	PF3D7_0423100.1	AP-4 complex subunit sigma, putative	protein coding gene	PF3D7_0423100
PF3D7_0423200	PF3D7_0423200.1	BSD-domain protein, putative	protein coding gene	PF3D7_0423200
PF3D7_0423300	PF3D7_0423300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0423300
PF3D7_0423400	PF3D7_0423400.1	apical asparagine-rich protein AARP	protein coding gene	PF3D7_0423400
PF3D7_0423500	PF3D7_0423500.1	glideosome associated protein with multiple membrane spans 2	protein coding gene	PF3D7_0423500
PF3D7_0423600	PF3D7_0423600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0423600
PF3D7_0423700	PF3D7_0423700.1	early transcribed membrane protein 4	protein coding gene	PF3D7_0423700
PF3D7_0423800	PF3D7_0423800.1	cysteine-rich protective antigen	protein coding gene	PF3D7_0423800
PF3D7_0423900	PF3D7_0423900.1	probable protein, unknown function	protein coding gene	PF3D7_0423900
PF3D7_0424000	PF3D7_0424000.1	Plasmodium exported protein (PHISTc), unknown function	protein coding gene	PF3D7_0424000
PF3D7_0424100	PF3D7_0424100.1	reticulocyte binding protein homologue 5	protein coding gene	PF3D7_0424100
PF3D7_0424200	PF3D7_0424200.1	reticulocyte binding protein homologue 4	protein coding gene	PF3D7_0424200
PF3D7_0424300	PF3D7_0424300.1	erythrocyte binding antigen-165, pseudogene	pseudogene	PF3D7_0424300
PF3D7_0424400	PF3D7_0424400.1	surface-associated interspersed protein 4.2 (SURFIN 4.2)	protein coding gene	PF3D7_0424400
PF3D7_0424500	PF3D7_0424500.1	serine/threonine protein kinase, FIKK family	protein coding gene	PF3D7_0424500
PF3D7_0424600	PF3D7_0424600.1	Plasmodium exported protein (PHISTb)	protein coding gene	PF3D7_0424600
PF3D7_0424700	PF3D7_0424700.1	serine/threonine protein kinase, FIKK family	protein coding gene	PF3D7_0424700
PF3D7_0424800	PF3D7_0424800.1	Plasmodium exported protein (PHISTb), unknown function	protein coding gene	PF3D7_0424800
PF3D7_0424900	PF3D7_0424900.1	Plasmodium exported protein (PHISTa), unknown function	protein coding gene	PF3D7_0424900
PF3D7_0425000	PF3D7_0425000.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0425000
PF3D7_0425050	PF3D7_0425050.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0425050
PF3D7_0425100	PF3D7_0425100.1	Plasmodium exported protein (hyp6), unknown function	protein coding gene	PF3D7_0425100
PF3D7_0425200	PF3D7_0425200.1	Plasmodium exported protein (hyp15), unknown function	protein coding gene	PF3D7_0425200
PF3D7_0425250	PF3D7_0425250.1	Plasmodium exported protein (PHIST), unknown function, pseudogene	pseudogene	PF3D7_0425250
PF3D7_0425300	PF3D7_0425300.1	Plasmodium exported protein (PHISTa), unknown function, pseudogene	pseudogene	PF3D7_0425300
PF3D7_0425400	PF3D7_0425400.1	Plasmodium exported protein (PHISTa), unknown function	protein coding gene	PF3D7_0425400
PF3D7_0425500	PF3D7_0425500.1	stevor	protein coding gene	PF3D7_0425500
PF3D7_0425600	PF3D7_0425600.1	rifin, pseudogene	pseudogene	PF3D7_0425600
PF3D7_0425700	PF3D7_0425700.1	rifin	protein coding gene	PF3D7_0425700
PF3D7_0425800	PF3D7_0425800.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0425800
PF3D7_0425900	PF3D7_0425900.1	rifin	protein coding gene	PF3D7_0425900
PF3D7_0426000	PF3D7_0426000.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0426000
PF3D7_0500100	PF3D7_0500100.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0500100
PF3D7_0500200	PF3D7_0500200.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	pseudogene	PF3D7_0500200
PF3D7_0500300	PF3D7_0500300.1	rifin, pseudogene	pseudogene	PF3D7_0500300
PF3D7_0500400	PF3D7_0500400.1	rifin	protein coding gene	PF3D7_0500400
PF3D7_0500500	PF3D7_0500500.1	rifin	protein coding gene	PF3D7_0500500
PF3D7_0500600	PF3D7_0500600.1	stevor, pseudogene	pseudogene	PF3D7_0500600
PF3D7_0500700	PF3D7_0500700.1	rifin, pseudogene	pseudogene	PF3D7_0500700
PF3D7_0500800	PF3D7_0500800.1	mature parasite-infected erythrocyte surface antigen	protein coding gene	PF3D7_0500800
PF3D7_0500900	PF3D7_0500900.1	serine/threonine protein kinase, FIKK family	protein coding gene	PF3D7_0500900
PF3D7_0501000	PF3D7_0501000.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0501000
PF3D7_0501100	PF3D7_0501100.1	co-chaperone J domain protein JDP	protein coding gene	PF3D7_0501100
PF3D7_0501100	PF3D7_0501100.2	heat shock protein 40, type II	protein coding gene	PF3D7_0501100
PF3D7_0501200	PF3D7_0501200.1	parasite-infected erythrocyte surface protein	protein coding gene	PF3D7_0501200
PF3D7_0501300	PF3D7_0501300.1	skeleton-binding protein 1	protein coding gene	PF3D7_0501300
